도메인,담당자,메소드,엔드포인트,기능명,설명,인증,상태,우선순위,요청(Request),응답(Response),대표에러(Error)
컨텐츠,강정훈,PATCH,/api/content/products/{productId}/contents/{contentId},문단 일괄 수정,여러 문단을 한 번에 대체한다(문단 순서 변경 등). 문단 1개만 고칠 때는 CONTENT-012를 사용한다,ARTISAN,예정,P0,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/content/products/{productId}/contents/{contentId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""blocks"": [
      {
        ""order"": ""number · 선택 — 표시 순서(드래그앤드롭 시 재정렬됨)"",
        ""tag"": ""string (enum: `h2`(소제목 블록) | `p`(본문 문단 블록) | `img`(이미지 블록) | `video`(영상 블록(URL 등록 방식))) · 선택 — 블록 태그(h2/p/img/video)"",
        ""hasImage"": ""boolean · 선택"",
        ""imageUrl"": ""string · 선택 · nullable — 이미지 URL"",
        ""text"": ""string · 선택 — 텍스트 블록 내용(img/video 블록은 null)""
      }
    ]
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""contentId"": ""number — 콘텐츠 ID"",
    ""productId"": ""number — 상품 고유 ID"",
    ""status"": ""string (enum: `DRAFT`(초안 — AI 생성 직후, 장인 편집 가능) | `PENDING_REVIEW`(장인 검토 대기) | `APPROVED`(승인됨 — 사실확인·사진일치 체크 완료) | `REJECTED`(반려됨(사유 포함)) | `PUBLISHED`(게시완료 — 상품 상세페이지에 노출))"",
    ""version"": ""number — 콘텐츠 버전 번호"",
    ""blocks"": [
      {
        ""order"": ""number — 표시 순서(드래그앤드롭 시 재정렬됨)"",
        ""tag"": ""string (enum: `h2`(소제목 블록) | `p`(본문 문단 블록) | `img`(이미지 블록) | `video`(영상 블록(URL 등록 방식))) — 블록 태그(h2/p/img/video)"",
        ""hasImage"": ""boolean"",
        ""imageUrl"": ""string · nullable — 이미지 URL"",
        ""videoUrl"": ""string · nullable — 영상 URL(등록 방식)"",
        ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
      }
    ]
  }
}","{
  ""success"": false,
  ""status"": 400,
  ""errorCode"": ""INVALID_INPUT""
}"
컨텐츠,강정훈,GET,/api/content/products/{productId}/contents/versions,콘텐츠 버전 조회,콘텐츠 변경 이력을 조회한다,ARTISAN,예정,P0,"{
  ""method"": ""GET"",
  ""url"": ""/api/content/products/{productId}/contents/versions"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": [
    {
      ""version"": ""number — 콘텐츠 버전 번호"",
      ""editedAt"": ""string (ISO 8601 datetime)"",
      ""editedBy"": ""string (enum: `AI`(AI 응답))""
    }
  ]
}",
컨텐츠,강정훈,POST,/api/content/products/{productId}/contents/{contentId}/approve,콘텐츠 승인,장인이 사실확인·사진일치확인 체크리스트를 완료하고 콘텐츠를 승인한다(2개 필수 체크 통과해야 승인 가능),ARTISAN,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/content/products/{productId}/contents/{contentId}/approve"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""factCheckConfirmed"": ""boolean · 필수 — 사실확인 체크 여부(필수)"",
    ""photoMatchConfirmed"": ""boolean · 필수 — 사진일치 체크 여부(필수)"",
    ""displayApprovalBadge"": ""boolean · 선택 — 승인 사실 상세페이지 표시 동의 여부(선택)""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""contentId"": ""number — 콘텐츠 ID"",
    ""productId"": ""number — 상품 고유 ID"",
    ""status"": ""string (enum: `DRAFT`(초안 — AI 생성 직후, 장인 편집 가능) | `PENDING_REVIEW`(장인 검토 대기) | `APPROVED`(승인됨 — 사실확인·사진일치 체크 완료) | `REJECTED`(반려됨(사유 포함)) | `PUBLISHED`(게시완료 — 상품 상세페이지에 노출))"",
    ""version"": ""number — 콘텐츠 버전 번호"",
    ""blocks"": [
      {
        ""order"": ""number — 표시 순서(드래그앤드롭 시 재정렬됨)"",
        ""tag"": ""string (enum: `h2`(소제목 블록) | `p`(본문 문단 블록) | `img`(이미지 블록) | `video`(영상 블록(URL 등록 방식))) — 블록 태그(h2/p/img/video)"",
        ""hasImage"": ""boolean"",
        ""imageUrl"": ""string · nullable — 이미지 URL"",
        ""videoUrl"": ""string · nullable — 영상 URL(등록 방식)"",
        ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
      }
    ]
  }
}",
컨텐츠,강정훈,POST,/api/content/products/{productId}/contents/{contentId}/reject,콘텐츠 반려,장인이 생성 콘텐츠를 반려하고 사유를 등록한다,ARTISAN,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/content/products/{productId}/contents/{contentId}/reject"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""reason"": ""string · 필수 — AI가 생성한 추천 이유""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""contentId"": ""number — 콘텐츠 ID"",
    ""productId"": ""number — 상품 고유 ID"",
    ""status"": ""string (enum: `DRAFT`(초안 — AI 생성 직후, 장인 편집 가능) | `PENDING_REVIEW`(장인 검토 대기) | `APPROVED`(승인됨 — 사실확인·사진일치 체크 완료) | `REJECTED`(반려됨(사유 포함)) | `PUBLISHED`(게시완료 — 상품 상세페이지에 노출))"",
    ""version"": ""number — 콘텐츠 버전 번호"",
    ""blocks"": [
      {
        ""order"": ""number — 표시 순서(드래그앤드롭 시 재정렬됨)"",
        ""tag"": ""string (enum: `h2`(소제목 블록) | `p`(본문 문단 블록) | `img`(이미지 블록) | `video`(영상 블록(URL 등록 방식))) — 블록 태그(h2/p/img/video)"",
        ""hasImage"": ""boolean"",
        ""imageUrl"": ""string · nullable — 이미지 URL"",
        ""videoUrl"": ""string · nullable — 영상 URL(등록 방식)"",
        ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
      }
    ]
  }
}",
컨텐츠,강정훈,POST,/api/content/products/{productId}/publish,상품 게시,승인된 콘텐츠를 상품 상세페이지에 게시한다. (내부) 이 시점에 제작과정(making_story)·관리법(usage_care) 등 서사 데이터를 포함해 AI파트 POST /ai/products로 동기화한다,ARTISAN,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/content/products/{productId}/publish"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""productId"": ""number — 상품 고유 ID"",
    ""status"": ""string (enum, 예: `ON_SALE`, 동적 값)"",
    ""publishedAt"": ""string (ISO 8601 datetime) — 게시 일시, ISO 8601""
  }
}","{
  ""success"": false,
  ""status"": 422,
  ""errorCode"": ""BUSINESS_RULE_VIOLATION""
}"
회원,유창민,POST,/api/member/oauth2/complete-profile,SNS 회원가입 추가정보 입력,카카오/구글 최초 로그인 직후 배송에 필요한 이름·전화번호와 약관 동의를 추가로 입력받아 가입을 완료한다,Authenticated(OAuth 임시세션),예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/member/oauth2/complete-profile"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""name"": ""string · 필수 — 이름/명칭"",
    ""phone"": ""string · 필수 — 전화번호(하이픈 제외 숫자만)"",
    ""agreements"": {
      ""age14OrOlder"": ""boolean · 필수"",
      ""termsOfService"": ""boolean · 필수"",
      ""privacyCollection"": ""boolean · 필수"",
      ""marketing"": ""boolean · 선택""
    }
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""memberId"": ""number — 회원 고유 ID"",
    ""email"": ""string — 이메일 주소"",
    ""role"": ""string (enum: `USER`(소비자) | `ARTISAN`(장인(판매자)) | `ADMIN`(관리자)) — 회원 역할""
  }
}",
결제,유창민,POST,/api/payments/cart/merge,장바구니 병합,비회원 상태에서 담은 게스트 장바구니(쿠키의 guestCartId)를 로그인 시점에 회원 장바구니로 병합한다. 동일 상품+옵션조합은 CART-002와 동일한 병합(수량 합산) 규칙을 따른다,Authenticated,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments/cart/merge"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""sections"": [
      {
        ""artisanId"": ""number — 장인 고유 ID"",
        ""artisanName"": ""string"",
        ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)"",
        ""items"": [
          {
            ""cartItemId"": ""number — 장바구니 항목 ID"",
            ""productId"": ""number — 상품 고유 ID"",
            ""productName"": ""string"",
            ""unitPrice"": ""number — 옵션 반영된 단가"",
            ""quantity"": ""number — 수량"",
            ""subtotal"": ""number — 항목별 소계"",
            ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
            ""isCustomOrder"": ""boolean — 주문제작 여부"",
            ""soldOut"": ""boolean — 품절 스냅샷 여부"",
            ""selected"": ""boolean — 체크(선택) 상태"",
            ""selectedOptions"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""choiceId"": ""number — 옵션 선택지 ID"",
                ""choiceName"": ""string"",
                ""priceDelta"": ""number — 기본가 대비 가감액""
              }
            ],
            ""textInputs"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
              }
            ]
          }
        ],
        ""shippingFee"": ""number — 배송비"",
        ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)""
      }
    ],
    ""totalPrice"": ""number — 합계 금액"",
    ""totalShippingFee"": ""number"",
    ""totalCount"": ""number""
  }
}",
결제,유창민,PATCH,/api/payments/cart/items/{cartItemId}/options,장바구니 옵션 변경,담긴 항목의 옵션 조합과 수량을 함께 변경한다(옵션마다 재고가 다르므로 같은 결정으로 처리). 필수 옵션은 1개 이상 선택 필요,Authenticated,예정,P0,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/payments/cart/items/{cartItemId}/options"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""quantity"": ""number · 선택 — 수량"",
    ""selectedOptions"": [
      {
        ""optionGroupId"": ""number · 선택 — 옵션 그룹 ID"",
        ""choiceId"": ""number · 선택 — 옵션 선택지 ID""
      }
    ],
    ""textInputs"": ""array (빈 배열 가능) · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""sections"": [
      {
        ""artisanId"": ""number — 장인 고유 ID"",
        ""artisanName"": ""string"",
        ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)"",
        ""items"": [
          {
            ""cartItemId"": ""number — 장바구니 항목 ID"",
            ""productId"": ""number — 상품 고유 ID"",
            ""productName"": ""string"",
            ""unitPrice"": ""number — 옵션 반영된 단가"",
            ""quantity"": ""number — 수량"",
            ""subtotal"": ""number — 항목별 소계"",
            ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
            ""isCustomOrder"": ""boolean — 주문제작 여부"",
            ""soldOut"": ""boolean — 품절 스냅샷 여부"",
            ""selected"": ""boolean — 체크(선택) 상태"",
            ""selectedOptions"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""choiceId"": ""number — 옵션 선택지 ID"",
                ""choiceName"": ""string"",
                ""priceDelta"": ""number — 기본가 대비 가감액""
              }
            ],
            ""textInputs"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
              }
            ]
          }
        ],
        ""shippingFee"": ""number — 배송비"",
        ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)""
      }
    ],
    ""totalPrice"": ""number — 합계 금액"",
    ""totalShippingFee"": ""number"",
    ""totalCount"": ""number""
  }
}",
회원,유창민,GET,/api/member/artisans/subscriptions,관심 장인(구독) 목록 조회,내가 신작 알림을 구독한 장인 목록을 조회한다. 장인별 등록 작품 총수·구독 이후 새 작품 수를 함께 반환,Authenticated,백로그(MVP 제외),P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/member/artisans/subscriptions"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""queryParams"": {
    ""cursor"": ""string · 선택"",
    ""limit"": ""string · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""items"": [
      {
        ""artisanId"": ""number — 장인 고유 ID"",
        ""businessName"": ""string — 공방명"",
        ""introduction"": ""string — 한 줄 소개"",
        ""profileImageUrl"": ""string — 프로필 이미지 URL"",
        ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)"",
        ""isOrganization"": ""boolean — 단체 지정 여부"",
        ""certificationStatus"": ""string (enum, 예: `APPROVED`, 동적 값)"",
        ""category"": ""string (enum, 예: `POTTERY`, 동적 값) — 종목/카테고리 코드"",
        ""region"": ""string — 활동 지역"",
        ""careerYears"": ""number — 경력 연수"",
        ""productCount"": ""number — 등록 작품 총수"",
        ""topProducts"": [
          {
            ""productId"": ""number — 상품 고유 ID"",
            ""thumbnailUrl"": ""string — 썸네일 이미지 URL""
          }
        ],
        ""newProductCount"": ""number""
      }
    ],
    ""nextCursor"": ""string"",
    ""hasNext"": ""boolean"",
    ""totalCount"": ""number""
  }
}",
회원,유창민,PATCH,/api/member/artisans/subscriptions/notifications,관심 장인 전체 알림 일괄 켜기/끄기,구독 중인 모든 장인의 신작 알림을 한 번에 켜거나 끈다,Authenticated,백로그(MVP 제외),P2,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/member/artisans/subscriptions/notifications"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""notificationsEnabled"": ""boolean · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
회원,유창민,POST,/api/member/recent-views/merge,최근 본 작품 병합,"비로그인 상태에서 브라우저에 쌓인 최근 본 작품 목록을 로그인 시점에 서버 기록과 병합한다(최대 50개, 30일 보관)",Authenticated,예정,P2,"{
  ""method"": ""POST"",
  ""url"": ""/api/member/recent-views/merge"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""productIds"": [
      ""number · 필수""
    ]
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
회원,유창민,DELETE,/api/member/recent-views,최근 본 작품 전체 삭제,최근 본 작품 목록을 한 번에 전체 삭제한다(개별 삭제는 없음),Authenticated,예정,P2,"{
  ""method"": ""DELETE"",
  ""url"": ""/api/member/recent-views"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
상품,강정훈,GET,/api/products/materials,소재 목록 조회,"category 쿼리파라미터로 필터링된, 해당 종목에서 실제 사용 중인 소재 목록을 조회한다(예: 다기·찻잔 종목이면 백자/분청/청자/옹기토/옻칠). 종목 진입 맥락에 따라 동적 렌더링용",Public,예정,P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/products/materials"",
  ""headers"": {
    ""Content-Type"": ""application/json""
  },
  ""queryParams"": {
    ""category"": ""string (enum, 예: `POTTERY`, 동적 값) · 선택 — 종목/카테고리 코드""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": [
    {
      ""code"": ""string (enum, 예: `CELADON`, 동적 값)"",
      ""name"": ""string — 이름/명칭""
    }
  ]
}",
상품,강정훈,GET,/api/products/categories,종목(카테고리) 목록 조회,"현재 입점된 종목 목록을 종목별 상품 건수(productCount)와 함께 조회한다(장인관·상품목록 필터 칩 렌더링용, R2 확정: 결과 건수 노출). category 쿼리파라미터로 현재 진입 카테고리 맥락 기준 동적 목록도 지원(소재/종목 필터 동적 렌더링용)",Public,예정,P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/products/categories"",
  ""headers"": {
    ""Content-Type"": ""application/json""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": [
    {
      ""code"": ""string (enum, 예: `POTTERY`, 동적 값)"",
      ""name"": ""string — 이름/명칭"",
      ""productCount"": ""number — 등록 작품 총수""
    }
  ]
}",
회원,유창민,GET,/api/member/recent-views,최근 본 상품 조회,최근에 조회한 상품 목록을 조회한다,Authenticated,예정,P2,"{
  ""method"": ""GET"",
  ""url"": ""/api/member/recent-views"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""queryParams"": {
    ""cursor"": ""string · 선택"",
    ""limit"": ""string · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""items"": [
      {
        ""productId"": ""number — 상품 고유 ID"",
        ""name"": ""string — 이름/명칭"",
        ""price"": ""number — 가격, 원 단위 정수"",
        ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
        ""status"": ""string (enum, 예: `ON_SALE`, 동적 값)"",
        ""category"": ""string (enum, 예: `POTTERY`, 동적 값) — 종목/카테고리 코드"",
        ""color"": ""string (enum: `WHITE`(화이트) | `BLACK`(블랙) | `GRAY`(그레이) | `RED`(레드) | `BLUE`(블루) | `GREEN`(그린) | `BROWN`(브라운)) — 컬러 코드"",
        ""giftTheme"": ""string (enum: `HOUSEWARMING`(집들이) | `WEDDING`(웨딩) | `PARENTS`(부모님) | `PROMOTION`(승진) | `BIRTHDAY_60TH`(돌·환갑) | `BOSS`(상사) | `FRIEND`(친구) | `CORPORATE`(기업·단체)) — 선물테마 코드"",
        ""rating"": ""number — 평균 평점(후기 없으면 null)"",
        ""isLimited"": ""boolean — 한정수량 여부"",
        ""isCustomOrder"": ""boolean — 주문제작 여부"",
        ""isSingleItem"": ""boolean — 총재고 1, 재입고 없음 여부"",
        ""isNew"": ""boolean — 신작 여부(최근 등록된 상품)"",
        ""hasGiftWrap"": ""boolean — 선물포장 가능 여부"",
        ""hasOptions"": ""boolean — 옵션 존재 여부"",
        ""purposeTags"": [
          ""string — 용도 태그 배열(선물/다도 등)""
        ],
        ""artisanId"": ""number — 장인 고유 ID"",
        ""artisanName"": ""string"",
        ""viewedAt"": ""string (ISO 8601 datetime) — 조회 일시, ISO 8601""
      }
    ],
    ""nextCursor"": ""string"",
    ""hasNext"": ""boolean"",
    ""totalCount"": ""number""
  }
}",
회원,유창민,POST,/api/member/recent-views,최근 본 상품 기록,상품 상세 조회 시 최근 본 상품 이력을 기록한다,Authenticated,예정,P2,"{
  ""method"": ""POST"",
  ""url"": ""/api/member/recent-views"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""productId"": ""number · 필수 — 상품 고유 ID""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": ""null""
}",
회원,유창민,GET,/api/member/settings,환경설정 조회,"다크모드, 마케팅 정보 수신 동의 등 개인 설정을 조회한다(인앱 알림 유형별 토글은 알림 기능 자체가 MVP 백로그라 제외됨)",Authenticated,예정,P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/member/settings"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""darkMode"": ""boolean"",
    ""marketing"": ""boolean""
  }
}",
회원,유창민,PATCH,/api/member/settings,환경설정 수정,"다크모드, 마케팅 정보 수신 동의를 수정한다",Authenticated,예정,P1,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/member/settings"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""darkMode"": ""boolean · 선택"",
    ""marketing"": ""boolean · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""darkMode"": ""boolean"",
    ""marketing"": ""boolean""
  }
}",
결제,유창민,GET,/api/payments/methods,결제수단 목록 조회,등록된 카드 등 결제수단 목록을 조회한다,Authenticated,보류(추후 구현),P2,"{
  ""method"": ""GET"",
  ""url"": ""/api/payments/methods"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": [
    {
      ""paymentMethodId"": ""number"",
      ""type"": ""string (enum, 예: `CARD`, 동적 값)"",
      ""cardCompany"": ""string — 카드사명"",
      ""cardNumberMasked"": ""string — 마스킹된 카드번호"",
      ""isDefault"": ""boolean — 기본값 여부""
    }
  ]
}",
결제,유창민,POST,/api/payments/methods,결제수단 등록,카드 등 결제수단을 등록한다 (빌링키 방식),Authenticated,보류(추후 구현),P2,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments/methods"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""type"": ""string (enum, 예: `CARD`, 동적 값) · 필수"",
    ""cardNumber"": ""string · 필수"",
    ""expiry"": ""string · 필수"",
    ""birthOrBusinessNo"": ""string · 필수""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""paymentMethodId"": ""number"",
    ""type"": ""string (enum, 예: `CARD`, 동적 값)"",
    ""cardCompany"": ""string — 카드사명"",
    ""cardNumberMasked"": ""string — 마스킹된 카드번호"",
    ""isDefault"": ""boolean — 기본값 여부""
  }
}",
결제,유창민,DELETE,/api/payments/methods/{paymentMethodId},결제수단 삭제,등록된 결제수단을 삭제한다,Authenticated,보류(추후 구현),P2,"{
  ""method"": ""DELETE"",
  ""url"": ""/api/payments/methods/{paymentMethodId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
결제,유창민,POST,/api/payments/refund-account,환불 계좌 등록,결제 취소/환불 시 사용할 계좌를 등록한다,Authenticated,보류(추후 구현),P2,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments/refund-account"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""bankName"": ""string · 필수 — 은행명"",
    ""accountNumber"": ""string · 필수"",
    ""accountHolder"": ""string · 필수 — 예금주명""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""refundAccountId"": ""number"",
    ""bankName"": ""string — 은행명"",
    ""accountNumberMasked"": ""string — 마스킹된 계좌번호"",
    ""accountHolder"": ""string — 예금주명""
  }
}",
이미지,유창민,POST,/api/images/presigned-url,이미지 업로드 Presigned URL 발급(다중 variant),320w/640w/1280w 등 요청한 variant별로 WebP 업로드용 Presigned URL을 한 번에 발급한다(유효시간 5분). imageId로 variant 그룹을 묶어 소유권을 내부 기록한다,Authenticated,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/images/presigned-url"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""fileName"": ""string · 필수"",
    ""contentType"": ""string · 필수"",
    ""purpose"": ""string (enum: `PRODUCT`(상품 이미지) | `ARTISAN`(장인 프로필 이미지) | `CONTENT`(AI 상세페이지 콘텐츠 이미지)) · 필수"",
    ""variants"": [
      ""string · 필수""
    ]
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""imageId"": ""string — 이미지 그룹 ID, ULID 형식(예: image_01HXYZ)"",
    ""uploads"": [
      {
        ""variant"": ""string"",
        ""objectKey"": ""string — S3 내부 저장 경로"",
        ""presignedUrl"": ""string — S3 직접 업로드용 서명된 URL(짧은 유효시간)""
      }
    ],
    ""expiresInSeconds"": ""number — 유효시간(초)""
  }
}","{
  ""success"": false,
  ""status"": 400,
  ""errorCode"": ""INVALID_INPUT""
}"
이미지,유창민,DELETE,/api/images/{imageId},미사용 이미지 삭제,업로드했으나 아직 어떤 도메인에도 참조되지 않은(미소비) 이미지를 imageId 기준으로 variant 전체 삭제한다,Authenticated,예정,P2,"{
  ""method"": ""DELETE"",
  ""url"": ""/api/images/{imageId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}","{
  ""success"": false,
  ""status"": 403,
  ""errorCode"": ""FORBIDDEN""
}"
이미지,유창민,POST,/api/internal/images/verify,이미지 소유권/존재 검증(내부 전용),"상품·콘텐츠 등 타 서비스가 imageId를 자신의 엔티티에 저장하기 직전, 요청자 소유 여부와 variant 전체의 S3 실제 존재 여부(HeadObject)를 내부적으로 검증한다",Internal(Service-to-Service),예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/internal/images/verify"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""imageId"": ""string · 필수 — 이미지 그룹 ID, ULID 형식(예: image_01HXYZ)"",
    ""requesterId"": ""number · 필수""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""exists"": ""boolean"",
    ""ownerMatched"": ""boolean"",
    ""variants"": [
      ""string""
    ]
  }
}","{
  ""success"": false,
  ""status"": 404,
  ""errorCode"": ""NOT_FOUND""
}"
챗봇,강정훈,POST,/api/chatbot/sessions,챗봇 세션 생성,상품 추천 챗봇과의 대화 세션을 시작한다,Public,예정,P2(2차 솔루션),"{
  ""method"": ""POST"",
  ""url"": ""/api/chatbot/sessions"",
  ""headers"": {
    ""Content-Type"": ""application/json""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""sessionId"": ""string — 챗봇 세션 ID(문자열)"",
    ""expiresInSeconds"": ""number — 유효시간(초)""
  }
}",
